term,jsd,count_early,count_modern,neighbours,scaled_jsd
outward,0.6906074206834844,2052,1948,3831,0.56121117201775
felix,0.7197861220437365,447,2583,3105,0.5610305958132045
fault,0.6753765020095582,1200,2800,3157,0.5609756097560976
ruffled,0.7568011152773919,257,1069,1649,0.5609460278956944
weis,0.7952974839051717,12,563,731,0.560875512995896
chains,0.6894081652811479,1369,2631,3784,0.5607822410147991
provisional,0.7205096553698209,1342,1468,2978,0.5607790463398253
intrigue,0.7237027899117434,1279,1271,2814,0.5607675906183369
stern,0.6905234088492841,693,3307,3827,0.5607525476874836
lorenzo,0.7210540704179145,853,1866,2930,0.5607508532423208
meeting,0.6349374327423731,1509,2491,960,0.5604166666666667
luis,0.705116259907192,27,3973,3610,0.560387811634349
alarm,0.6794419047898721,1644,2356,3362,0.5603807257584771
groaned,0.7229167862519089,370,2151,2793,0.5603293949158611
cartagena,0.8366299885436139,12,193,257,0.5603112840466926
seaboard,0.7981095255344504,36,483,655,0.5603053435114503
something,0.5927771120048487,252,3748,282,0.5602836879432624
complicated,0.6761050392651082,361,3639,3199,0.5601750547045952
bench,0.6777910508490397,449,3551,3274,0.5601710445937691
creating,0.6602213729084042,155,3845,2305,0.5600867678958785
shape,0.655625327829813,330,3670,1995,0.5598997493734336
architect,0.6931078882862646,185,3815,3824,0.5596234309623431
alone,0.6352589488987828,961,3039,901,0.5593784683684795
brennan,0.7287796665860854,5,2166,2501,0.5593762495001999
beatty,0.7405995392918973,818,775,1963,0.5593479368313805
condition,0.6506736305579884,1355,2645,1645,0.5592705167173252
omar,0.7249690896800364,185,2110,2611,0.5591727307545002
marie,0.6890516919723513,109,3891,3820,0.5591623036649215
beam,0.6884994373318949,657,3343,3796,0.5590094836670179
farmers,0.6680964533259138,578,3422,2725,0.5588990825688074
last,0.5610851504778326,1157,2843,136,0.5588235294117647
together,0.6103025945335186,933,3067,451,0.5587583148558758
directors,0.6787285071131297,871,3129,3317,0.5586373228821224
admission,0.6807774813661279,956,3044,3498,0.5583190394511149
keys,0.6810261564655936,427,3573,3491,0.558292752792896
committees,0.6889230612128403,1484,2516,3792,0.5582805907172996
lingering,0.7079342338725889,531,3413,3486,0.5582329317269076
refining,0.7396213291177476,269,1492,2139,0.5582047685834503
metallic,0.719412025358199,199,2685,3038,0.5579328505595786
lowly,0.7530632856113272,462,890,1676,0.5578758949880668
posting,0.7190195638550937,269,2702,3078,0.5578297595841456
all,0.5617743345671642,1388,2612,52,0.5576923076923077
performing,0.6756983687133327,501,3499,3214,0.5575606720597387
irish,0.6697350851726259,1147,2853,2999,0.557519173057686
interesting,0.6553353069555943,869,3131,2003,0.5571642536195707
arrangement,0.6770347419945248,1662,2338,3339,0.5570530098831986
dis,0.7122571107310831,1566,1859,3308,0.5568319226118501
newspaper,0.6620884558022436,174,3826,2482,0.556809024979855
phillip,0.7124457134477958,228,3112,3272,0.5565403422982885
forward,0.638127127058903,996,3004,1073,0.5563839701770736
gideon,0.733899463512411,474,1461,2299,0.5563288386254893
proportions,0.6950247205156493,1351,2649,3809,0.5563139931740614
hungarian,0.7222790031801631,113,2314,2724,0.5561674008810573
bearing,0.6753889846650493,1642,2358,3217,0.5557973267018962
moylan,0.776756533205847,667,69,934,0.5556745182012848
inclemency,0.8167385951525652,305,10,396,0.5555555555555556
affirm,0.7045768965842094,2534,1466,3548,0.5555242390078917
edwin,0.7184063018053537,521,2358,3032,0.5554089709762533
edged,0.7044905740341538,264,3736,3544,0.5553047404063205
occasion,0.6519044248422686,3142,858,1727,0.5552982049797336
treasurer,0.66937453973366,3634,366,2948,0.555291723202171
observatory,0.7014946563438463,164,3836,3710,0.555256064690027
mann,0.7133545867536927,435,2815,3215,0.5552099533437014
herr,0.7737597704841969,52,851,1133,0.5551632833186231
stein,0.7088395022457251,72,3534,3385,0.555096011816839
chuckled,0.7178619984202784,8,2781,2969,0.5550690468171101
consolidated,0.7199298346853497,618,2057,2901,0.5549810410203379
stove,0.690858013221808,325,3675,3834,0.554773082942097
connect,0.6845693236098653,227,3773,3679,0.5547703180212014
educated,0.6810459296125856,596,3404,3515,0.5547652916073968
heat,0.644334561164516,424,3576,1273,0.5545954438334643
commerce,0.6533021338068651,2718,1282,1883,0.5544344131704726
given,0.6036044106151522,1668,2332,386,0.5544041450777202
cipher,0.8029000194422947,57,359,527,0.5540796963946869
empty,0.6552555875790892,314,3686,2053,0.5538236726741355
conceived,0.6797613136550501,2248,1752,3502,0.5536836093660765
transcript,0.7252338662342691,511,1718,2556,0.5535993740219093
forest,0.6543622842008759,243,3757,1964,0.5534623217922607
steady,0.6687026972351178,684,3316,2978,0.5533915379449295
peeled,0.6963272386199876,54,3946,3778,0.5529380624669137
district,0.6415807324858457,956,3044,1172,0.552901023890785
returns,0.6616395356749165,1445,2555,2527,0.5524337158686189
order,0.6017363396147026,1962,2038,373,0.5522788203753352
mouthed,0.7389760789972766,116,1455,1935,0.5519379844961241
good,0.5596357095220867,1358,2642,116,0.5517241379310345
concurred,0.7166833649562673,2420,603,3105,0.5516908212560386
compass,0.700515000893784,1905,2095,3709,0.5516311674305743
finely,0.6940448747739938,388,3612,3802,0.5515518148342977
mimicking,0.7713519359264095,39,810,1068,0.5514981273408239
doings,0.7247077895383927,1774,447,2546,0.5514532600157109
melody,0.7042563680493121,531,3469,3511,0.5514098547422387
trusted,0.686990901060985,1325,2675,3814,0.5511274252753016
demeanor,0.7222719633082212,169,2138,2622,0.5511060259344012
genius,0.6757778209481651,1951,2049,3299,0.5510760836617157
folding,0.7048278518974281,298,3689,3498,0.5508862206975415
warehouse,0.6944708283767284,607,3393,3803,0.550880883513016
richness,0.7207955639454373,265,2273,2805,0.5508021390374331
magnitude,0.6792077478721943,748,3252,3497,0.5507577923934801
hunters,0.6864786710194929,277,3723,3793,0.5507513841286581
apprehended,0.6933017674069742,3563,437,3808,0.5506827731092437
bleeding,0.6860368231317968,1095,2905,3780,0.5505291005291005
commanding,0.6787106720712304,3168,832,3424,0.5505257009345794
independence,0.6576329934342187,1608,2392,2351,0.5504040833687792
navigating,0.7373636254902229,307,1377,2066,0.5503388189738625
trumpet,0.7157983022847514,1208,1828,3106,0.5502253702511268
operated,0.6864299341615923,597,3403,3817,0.5501702908042966
declining,0.6902105946582358,929,3071,3823,0.5500915511378499
metaphor,0.6925332542292325,123,3877,3825,0.5500653594771242
793,0.779859161754036,279,375,829,0.5500603136308806
formation,0.6754316837053842,548,3452,3336,0.5500599520383693
screaming,0.6838021092982771,79,3921,3727,0.5500402468473303
mutual,0.6664083279024063,1466,2534,2842,0.5499648135116115
closed,0.6487354165662423,275,3725,1673,0.5499103407053197
acute,0.6873875496453212,504,3496,3830,0.549869451697128
trick,0.6829096667094283,261,3739,3714,0.5498115239633818
suggest,0.6535096419616648,414,3586,1950,0.5497435897435897
led,0.6333589667080611,707,3293,977,0.5496417604912999
wreck,0.701949627187577,1038,2962,3617,0.5496267625103677
congressional,0.6746865848645158,109,3891,3288,0.5495742092457421
pills,0.6937851169329551,399,3601,3804,0.5494216614090431
handy,0.7005427899294173,431,3569,3677,0.5493608920315475
probability,0.6790347084044365,1965,2035,3464,0.5490762124711316
arsenic,0.7253629133244686,124,2020,2486,0.5490748189863234
familiar,0.6561372452983718,276,3724,2191,0.5490643541761753
guides,0.6884838540456628,590,3410,3867,0.5490043961727438
westminster,0.7101249330069265,1112,2233,3272,0.5488997555012225
bu,0.7529428632275238,678,521,1491,0.5486250838363514
demure,0.7955113537750804,63,435,629,0.548489666136725
furniture,0.6671998358900887,929,3071,2949,0.5483214649033571
closing,0.6743737647342467,285,3715,3294,0.5482695810564663
grace,0.6505003099588236,2097,1903,1859,0.5481441635287789
bargain,0.6878937520675993,1241,2759,3835,0.548109517601043
young,0.6014906967236582,731,3269,385,0.548051948051948
freeze,0.6884830323223631,112,3888,3858,0.5479523068947642
wakes,0.7185731629016332,282,2242,2798,0.5475339528234453
ideas,0.6454205373971618,794,3206,1578,0.5475285171102662
hail,0.69184872110043,2337,1663,3819,0.5475255302435192
cheer,0.6992398313748239,914,3086,3717,0.547484530535378
mississippi,0.6736670793590904,833,3167,3276,0.5473137973137974
compulsory,0.7418634690838402,230,1197,1767,0.5472552348613469
stars,0.6487780381876247,261,3739,1769,0.5472018089315998
establishment,0.6608642168562928,2105,1895,2606,0.5471987720644667
measured,0.6666664416266089,221,3779,2947,0.5469969460468272
friends,0.6131598983026573,1389,2611,596,0.5469798657718121
clermont,0.8226157461918784,92,151,309,0.5469255663430421
mcdonnell,0.7527995056382648,14,1217,1538,0.546814044213264
beats,0.6990758803699016,329,3671,3710,0.5466307277628032
quickness,0.7556574294677033,359,769,1405,0.5466192170818506
flag,0.6719364362360823,1007,2993,3217,0.5464718682001866
deposits,0.7049667596776036,348,3506,3466,0.5464512406231967
fairs,0.7372300231674124,375,1188,1929,0.5463970969414205
european,0.647922939167756,566,3434,1675,0.5462686567164179
openings,0.7153439297060932,337,2439,2962,0.5462525320729237
bullock,0.733629097680856,458,1365,2187,0.5459533607681756
populated,0.7114050494195089,41,3092,3157,0.5457713018688628
weber,0.7139874265025823,27,3016,3110,0.5456591639871383
ar,0.689720024322753,2682,1318,3830,0.5454308093994779
willed,0.7352395615156362,221,1373,1964,0.5453156822810591
hire,0.6770211103849089,916,3084,3459,0.5452442902572998
frankly,0.6983515585799117,552,3448,3716,0.5452099031216362
ethiopia,0.7162736165630401,162,2543,2920,0.5452054794520548
preferred,0.6715189808185459,750,3250,3229,0.5450603902136885
generated,0.6746512529365668,156,3844,3360,0.5449404761904761
frowned,0.6935167266198171,81,3919,3786,0.5449022715266773
paul,0.6423073675640887,611,3389,1448,0.544889502762431
honourable,0.6846907203898505,3937,63,3806,0.544666316342617
concession,0.7121517363800003,1091,1997,3137,0.5444692381255977
basis,0.6530230853743183,396,3604,2003,0.5441837244133799
lawyer,0.6592066644355755,248,3752,2525,0.5441584158415842
inconclusive,0.761331757254109,138,905,1305,0.5440613026819924
fist,0.6877620785238333,210,3790,3838,0.5440333507034913
revolutionary,0.6819992346981899,494,3506,3726,0.5437466451959205
add,0.6352899760989873,950,3050,1063,0.5437441204139228
healthy,0.6550507430582277,393,3607,2182,0.5435380384967919
acts,0.6520347856329364,2229,1771,1921,0.5434669442998439
commodity,0.6949166950611834,766,3234,3738,0.543338683788122
meetings,0.6593651013987919,1128,2872,2542,0.543273013375295
bison,0.7340820492284055,13,1760,2150,0.5432558139534883
underwood,0.7395223483383374,200,1253,1803,0.5429839156960621
subsidy,0.722151058372155,243,1987,2557,0.5428236214313649
selves,0.7114871111005463,1172,1898,3130,0.5428115015974441
peace,0.6282689495595879,2619,1381,783,0.5427841634738186
texture,0.6886713646517018,390,3610,3822,0.5426478283621141
soap,0.6870323226583845,557,3443,3848,0.5426195426195426
felony,0.6984677415986261,1734,2266,3664,0.5425764192139738
perspiration,0.7291867178618466,964,977,2304,0.5425347222222222
puzzled,0.7006451514858929,421,3579,3545,0.5424541607898449
eugene,0.6983221744552673,262,3738,3676,0.5424374319912949
chair,0.6467870647045398,437,3563,1682,0.5422116527942925
others,0.5983249842925769,1352,2648,356,0.5421348314606742
counting,0.682600294058935,318,3682,3801,0.5419626414101553
haley,0.7293982668033522,48,1857,2266,0.5419240953221536
york,0.6691460296234567,3028,972,3119,0.5415197178582879
burrows,0.745676550303248,387,952,1664,0.5414663461538461
paper,0.6309908856343321,1061,2939,859,0.5413271245634459
old,0.5724840289903365,674,3326,194,0.5412371134020618
solemnly,0.7026617219528841,2796,1146,3485,0.5411764705882353
gov,0.6721987699553196,328,3672,3334,0.5410917816436712
ginger,0.6856952563173041,262,3738,3850,0.541038961038961
lament,0.7042434959297303,2371,1317,3416,0.5409836065573771
certificate,0.6714108423689378,3079,921,3273,0.5407882676443629
per,0.6108101911314853,1195,2805,638,0.5407523510971787
mus,0.7888141699693714,297,237,675,0.5407407407407407
boarding,0.7012692943627584,742,3258,3523,0.5407323304002271
meals,0.677219192573202,159,3841,3521,0.540471456972451
qualified,0.6710165882541861,1642,2358,3261,0.5403250536645201
carter,0.669246553201473,401,3599,3150,0.5403174603174603
generation,0.6519931209029682,339,3661,1964,0.540224032586558
ma,0.6645150481207267,835,3165,2960,0.5402027027027027
dealers,0.686033717693205,203,3797,3858,0.5401762571280456
testified,0.6926965569028943,639,3361,3760,0.5401595744680852
page,0.6353157956670813,1215,2785,1135,0.5400881057268723
consistent,0.6559575557636974,884,3116,2441,0.5399426464563704
else,0.630967208257257,436,3564,852,0.539906103286385
001,0.6840586174831701,39,3961,3833,0.5397860683537699
ado,0.7755423652617108,280,411,880,0.5397727272727273
desire,0.6418658752410394,2052,1948,1464,0.5396174863387978
eve,0.6762108356228159,724,3276,3483,0.5394774619580821
swollen,0.7039222467738651,72,3596,3413,0.539408145326692
writers,0.6589866781781325,793,3207,2614,0.5394032134659525
wrong,0.6370720820308471,514,3486,1224,0.5392156862745098
flaps,0.74843222912183,75,1180,1571,0.539147040101846
steadily,0.6864722238067124,509,3491,3834,0.5391236306729265
bee,0.691321553710296,998,3002,3783,0.5387258789320645
nottingham,0.7403179546189852,854,534,1719,0.5386852821407795
kelly,0.6710911304615786,127,3873,3284,0.5386723507917174
renown,0.742557863092278,857,514,1695,0.5386430678466076
oust,0.774922102828222,43,650,884,0.5384615384615384
bridge,0.6539313567691083,1016,2984,2220,0.5382882882882883
victory,0.6542933701382814,650,3350,2322,0.5378983634797588
fountain,0.6863072367478505,1379,2621,3835,0.5376792698826597
try,0.6299129898179875,342,3658,852,0.5375586854460094
settled,0.6538430932332179,1667,2333,2225,0.5375280898876404
exploring,0.682903473545585,114,3886,3838,0.537519541427827
bracelet,0.7204695999896942,36,2191,2554,0.5371965544244323
barbour,0.7687164907433133,45,665,903,0.5370985603543743
references,0.6788472992348049,161,3839,3639,0.5369607034899698
poppy,0.7305169161884361,88,1724,2179,0.5369435520881138
uncertainties,0.7293126531630036,157,1682,2202,0.5367847411444142
pavilion,0.7149619554860018,264,2350,2856,0.5367647058823529
exposed,0.6547865640512114,1653,2347,2394,0.5367585630743525
yells,0.7220932000796522,102,2048,2491,0.5367322360497792
port,0.6496869421202723,2426,1574,1906,0.5367261280167891
reports,0.6460790619863186,542,3458,1748,0.5366132723112128
branch,0.6562031400431024,1782,2218,2528,0.5363924050632911
guitars,0.7475803308086283,14,1156,1458,0.5363511659807956
apex,0.7442930277254467,52,1232,1600,0.53625
modifications,0.7056028034777155,485,2963,3324,0.5361010830324909
braintree,0.7350355240594721,1437,73,1875,0.536
running,0.6343383159290512,383,3617,1103,0.5358114233907525
ammunition,0.6876014869482991,2214,1786,3826,0.5358076319916362
appropriated,0.684991330181886,3268,732,3851,0.5357050116852765
between,0.5625145115754399,820,3180,155,0.535483870967742
new jersey,0.6558056005746622,2156,1844,2467,0.535468179975679
condensed,0.7329118153296523,217,1371,1956,0.5352760736196319
grievances,0.6970235464416262,2736,1264,3606,0.5352190793122573
paradox,0.7091299056805405,162,2906,3128,0.5351662404092071
states,0.6072408487392479,2026,1974,512,0.53515625
wines,0.6855323851305931,1507,2493,3833,0.5350900078267675
maternal,0.6916236798579429,427,3573,3762,0.5350877192982456
adapt,0.6916215284244909,225,3775,3761,0.534964105291146
benefit,0.6452813985795424,1245,2755,1703,0.5349383440986495
bound,0.6498451029377271,2328,1672,1945,0.5347043701799485
surfaces,0.6878957010910803,113,3887,3821,0.5346767861816278
admiralty,0.6903917691336084,3728,272,3778,0.5346744309158284
contract,0.6502975749698133,860,3140,2020,0.5346534653465347
omit,0.7109675603976656,2079,912,3088,0.5346502590673575
convictions,0.7011728445191077,696,3245,3483,0.534596612115992
domestic,0.6567600084697347,478,3522,2619,0.5345551737304315
itself,0.6246723356091273,1037,2963,754,0.5344827586206896
quebec,0.6895669376290896,1982,2018,3808,0.5344012605042017
accommodations,0.6962784200924566,974,3026,3642,0.5343218012081274
neat,0.6790553963563342,1675,2325,3722,0.5341214400859753
levies,0.7142913213427491,2222,313,2803,0.5340706386014984
steps,0.6437578902253138,553,3447,1674,0.5340501792114696
fighting,0.653399080310283,288,3712,2311,0.5339679792297707
opposition,0.65148106004829,1581,2419,2087,0.53378054623862
thread,0.6813148819394015,1395,2605,3805,0.533508541392904
formal,0.6614677789946468,423,3577,2763,0.5334781035106768
vaughn,0.7170428054722888,36,2230,2585,0.5334622823984526
knit,0.7025470955860774,574,2949,3352,0.5334128878281623
